timestamp,temperature,heating,switch
2026-02-21T05:39:44.186072,19.62,False,False
2026-02-21T05:39:55.450630,19.69,False,False
2026-02-21T05:40:06.714565,19.75,False,False
2026-02-21T05:40:23.738055,19.94,False,False
2026-02-21T05:40:35.002666,20.0,False,False
2026-02-21T05:40:46.266539,20.25,False,False
2026-02-21T05:40:57.530839,21.0,False,False
2026-02-21T05:41:08.794569,21.5,False,False
2026-02-21T05:41:20.058812,21.88,False,False
2026-02-21T05:41:31.322632,22.19,False,False
2026-02-21T05:41:42.586615,22.5,False,False
2026-02-21T05:41:53.850595,22.75,False,False
2026-02-21T05:42:05.114597,23.0,False,False
2026-02-21T05:42:16.378614,23.19,False,False
2026-02-21T05:42:27.642648,23.31,False,False
2026-02-21T05:42:38.906545,23.5,False,False
2026-02-21T05:44:11.578060,24.0,False,False
2026-02-21T05:44:22.842492,23.62,False,True
2026-02-21T05:44:34.106617,23.38,False,False
2026-02-21T05:44:45.370649,23.19,False,False
2026-02-21T05:44:56.634728,23.12,False,False
2026-02-21T05:45:07.898624,23.0,False,False
2026-02-21T05:45:19.162458,22.88,False,False
2026-02-21T05:45:30.426634,23.19,False,False
2026-02-21T05:45:41.689966,23.0,False,False
2026-02-21T05:45:52.954613,22.75,False,False
2026-02-21T05:46:04.218610,22.5,False,False
2026-02-21T05:46:15.482579,22.62,False,False
2026-02-21T05:46:26.746552,22.56,False,False
2026-02-21T05:46:38.010575,22.5,False,False
2026-02-21T05:46:49.274434,22.31,False,False
2026-02-21T05:47:00.538648,22.56,False,False
2026-02-21T05:47:11.802592,22.88,False,False
2026-02-21T05:47:23.067038,22.88,False,False
2026-02-21T05:47:34.330445,22.75,False,False
2026-02-21T05:47:45.594637,22.69,False,False
2026-02-21T05:47:56.858637,22.56,False,False
2026-02-21T05:48:08.122435,22.44,False,False
2026-02-21T05:48:19.385978,22.31,False,False
2026-02-21T05:48:30.650528,22.19,False,True
2026-02-21T05:48:41.914623,22.06,False,False
2026-02-21T05:48:53.178667,21.94,False,False
2026-02-21T05:49:04.441991,21.81,False,False
2026-02-21T05:49:15.706579,22.19,False,False
2026-02-21T05:49:26.970529,22.69,False,False
2026-02-21T05:49:38.234612,22.94,False,False
2026-02-21T05:49:49.498601,23.19,False,False
2026-02-21T05:50:00.762618,23.38,False,False
2026-02-21T06:02:26.460517,25.81,False,False
2026-02-21T06:02:37.210652,25.62,False,False
2026-02-21T06:02:47.962610,25.06,False,False
2026-02-21T06:02:58.714782,24.62,False,False
2026-02-21T06:03:09.466629,24.19,False,False
2026-02-21T06:03:20.218630,24.38,False,False
2026-02-21T06:03:30.970593,24.5,False,False
2026-02-21T06:03:41.722631,24.56,False,False
2026-02-21T06:03:52.474660,24.56,False,False
2026-02-21T06:04:03.225968,24.56,False,False
2026-02-21T06:04:13.978658,24.62,False,False
2026-02-21T06:04:24.762576,24.62,False,False
2026-02-21T06:04:35.514601,24.56,False,False
2026-02-21T06:04:46.266476,24.69,False,True
2026-02-21T06:04:57.018563,24.81,False,False
2026-02-21T06:05:07.770586,24.62,False,False
2026-02-21T06:05:18.522578,24.56,False,False
2026-02-21T06:05:29.306486,24.56,False,False
2026-02-21T06:05:40.058867,24.56,False,False
2026-02-21T06:05:50.810662,24.62,False,False
2026-02-21T06:06:01.562681,24.69,False,False
2026-02-21T06:06:12.314647,24.75,False,False
2026-02-21T06:06:23.068034,24.81,False,False
2026-02-21T06:06:33.817989,24.81,False,False
2026-02-21T06:06:44.570634,24.88,False,False
2026-02-21T06:06:55.322601,24.88,False,False
2026-02-21T06:07:06.074653,24.88,False,False
2026-02-21T06:07:16.825978,24.88,False,False
2026-02-21T06:07:27.577947,24.88,False,False
2026-02-21T06:07:38.330560,24.88,False,False
2026-02-21T06:07:49.082628,24.81,False,False
2026-02-21T06:07:59.834610,24.88,False,False
2026-02-21T06:08:10.585985,24.88,False,False
2026-02-21T06:08:21.338600,24.88,False,False
2026-02-21T06:08:32.090576,24.94,False,False
2026-02-21T06:08:42.842628,24.94,False,False
2026-02-21T06:08:53.594604,24.94,False,False
2026-02-21T06:09:04.346535,24.94,False,False
2026-02-21T06:09:15.103145,24.88,False,False
2026-02-21T06:09:25.850570,24.88,False,False
2026-02-21T06:09:36.602594,24.88,False,False
2026-02-21T06:09:47.354679,24.94,False,False
2026-02-21T06:09:58.106702,24.94,False,False
2026-02-21T06:10:08.858591,24.88,False,False
2026-02-21T06:10:19.610590,24.94,False,False
2026-02-21T06:10:30.361982,24.88,False,False
2026-02-21T06:12:24.826106,24.88,False,False
2026-02-21T06:13:43.034092,24.75,False,False
2026-02-21T06:13:53.786664,24.88,False,False
2026-02-21T06:14:04.538617,24.62,False,False
2026-02-21T06:14:15.322469,24.44,True,True
2026-02-21T06:14:26.074528,24.56,True,True
2026-02-21T06:14:36.825818,24.56,True,True
2026-02-21T06:14:45.146090,24.5,False,False
2026-02-21T06:14:55.898464,24.44,True,True
2026-02-21T06:15:06.650052,24.44,True,True
2026-02-21T06:15:17.402457,24.44,True,True
2026-02-21T06:15:28.154479,24.44,True,True
2026-02-21T06:19:04.734051,24.0,False,False
2026-02-21T06:19:19.962020,23.62,False,False
2026-02-21T06:30:25.658405,20.19,False,False
2026-02-21T10:34:04.303819,20.62,False,False
2026-02-21T10:34:15.055606,20.69,False,False
2026-02-21T10:34:34.447696,20.69,False,False
2026-02-21T10:34:45.199642,20.75,True,True
