timestamp,temperature,heating,switch
2026-03-12 00:04:00,21.0,False,False
2026-03-12 00:04:12,21.06,False,False
2026-03-12 00:04:23,21.06,False,False
2026-03-12 00:04:33,21.06,False,False
2026-03-12 00:04:44,21.06,False,False
2026-03-12 00:04:55,21.06,False,False
2026-03-12 00:05:06,21.06,False,False
2026-03-12 00:05:16,21.06,False,False
2026-03-12 00:05:27,21.06,False,False
2026-03-12 00:05:38,21.0,False,False
2026-03-12 00:05:49,21.0,False,False
2026-03-12 00:05:59,21.06,False,False
2026-03-12 00:06:10,21.0,False,False
2026-03-12 00:06:21,21.06,False,False
2026-03-12 00:06:32,21.0,False,False
2026-03-12 00:06:42,21.0,False,False
2026-03-12 00:06:53,21.0,False,False
2026-03-12 00:07:04,21.0,False,False
2026-03-12 00:07:15,21.0,False,False
2026-03-12 00:07:25,21.0,False,False
2026-03-12 00:07:36,21.0,False,False
2026-03-12 00:07:47,21.0,False,False
2026-03-12 00:07:58,21.0,False,False
2026-03-12 00:08:09,21.0,False,False
2026-03-12 00:08:19,20.94,False,False
2026-03-12 00:08:29,20.94,False,False
2026-03-12 00:08:40,20.94,False,False
2026-03-12 00:08:51,20.94,False,False
2026-03-12 00:09:02,20.94,False,False
2026-03-12 00:09:12,20.94,False,False
2026-03-12 00:09:23,20.94,False,False
2026-03-12 00:09:34,20.94,False,False
2026-03-12 00:09:45,20.94,False,False
2026-03-12 00:09:55,20.94,False,False
2026-03-12 00:10:06,20.94,False,False
2026-03-12 00:10:17,20.94,False,False
2026-03-12 00:10:28,20.94,False,False
