timestamp,temperature,heating,switch
2026-03-12 13:05:57,22.75,False,False
2026-03-12 13:06:07,22.69,False,False
2026-03-12 13:06:18,22.69,False,False
2026-03-12 13:06:29,22.69,False,False
2026-03-12 13:06:40,22.69,False,False
2026-03-12 13:06:51,22.69,False,False
2026-03-12 13:07:01,22.69,False,False
2026-03-12 13:07:11,22.69,False,False
2026-03-12 13:07:21,22.69,False,False
2026-03-12 13:07:31,22.69,False,False
2026-03-12 13:07:42,22.69,False,False
2026-03-12 13:07:52,22.75,False,False
2026-03-12 13:08:03,22.75,False,False
